,id,timestamp,Day,PeopleCount,PeoplePerArea(p/m2),LightingPower,LightingPowerIntensity(W/m2),EquipmentLoad,EquipmentPowerIntensity(W/m2),Carbon Emissions
0,0,10/1/2022 0:00,Saturday,10,0.0387,300,1.1599,87.4,0.3379,1.196819
1,1,10/1/2022 1:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
2,2,10/1/2022 2:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
3,3,10/1/2022 3:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
4,4,10/1/2022 4:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
5,5,10/1/2022 5:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
6,6,10/1/2022 6:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
7,7,10/1/2022 7:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
8,8,10/1/2022 8:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
9,9,10/1/2022 9:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
10,10,10/1/2022 10:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
11,11,10/1/2022 11:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
12,12,10/1/2022 12:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
13,13,10/1/2022 13:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
14,14,10/1/2022 14:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
15,15,10/1/2022 15:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
16,16,10/1/2022 16:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
17,17,10/1/2022 17:00,Saturday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
18,18,10/1/2022 18:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
19,19,10/1/2022 19:00,Saturday,10,0.0387,300,1.1599,87.4,0.3379,1.196819
20,20,10/1/2022 20:00,Saturday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
21,21,10/1/2022 21:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
22,22,10/1/2022 22:00,Saturday,9,0.0348,300,1.1599,86.4,0.334,1.196595
23,23,10/1/2022 23:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
24,24,10/2/2022 0:00,Sunday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
25,25,10/2/2022 1:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
26,26,10/2/2022 2:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
27,27,10/2/2022 3:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
28,28,10/2/2022 4:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
29,29,10/2/2022 5:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
30,30,10/2/2022 6:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
31,31,10/2/2022 7:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
32,32,10/2/2022 8:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
33,33,10/2/2022 9:00,Sunday,2,0.0077,300,1.1599,79.4,0.307,1.195291
34,34,10/2/2022 10:00,Sunday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
35,35,10/2/2022 11:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
36,36,10/2/2022 12:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
37,37,10/2/2022 13:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
38,38,10/2/2022 14:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
39,39,10/2/2022 15:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
40,40,10/2/2022 16:00,Sunday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
41,41,10/2/2022 17:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
42,42,10/2/2022 18:00,Sunday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
43,43,10/2/2022 19:00,Sunday,10,0.0387,300,1.1599,87.4,0.3379,1.196819
44,44,10/2/2022 20:00,Sunday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
45,45,10/2/2022 21:00,Sunday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
46,46,10/2/2022 22:00,Sunday,15,0.058,600,2.3197,92.4,0.3572,1.258305
47,47,10/2/2022 23:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
48,48,10/3/2022 0:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
49,49,10/3/2022 1:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
50,50,10/3/2022 2:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
51,51,10/3/2022 3:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
52,52,10/3/2022 4:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
53,53,10/3/2022 5:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
54,54,10/3/2022 6:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
55,55,10/3/2022 7:00,Monday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
56,56,10/3/2022 8:00,Monday,22,0.0851,600,2.3197,99.4,0.3843,1.259181
57,57,10/3/2022 9:00,Monday,62,0.2397,900,3.4796,139.4,0.539,1.329407
58,58,10/3/2022 10:00,Monday,62,0.2397,900,3.4796,139.4,0.539,1.329407
59,59,10/3/2022 11:00,Monday,60,0.232,900,3.4796,137.4,0.5312,1.328979
60,60,10/3/2022 12:00,Monday,59,0.2281,900,3.4796,136.4,0.5274,1.328755
61,61,10/3/2022 13:00,Monday,32,0.1237,600,2.3197,109.4,0.423,1.261157
62,62,10/3/2022 14:00,Monday,15,0.058,600,2.3197,92.4,0.3572,1.258305
63,63,10/3/2022 15:00,Monday,15,0.058,600,2.3197,92.4,0.3572,1.258305
64,64,10/3/2022 16:00,Monday,15,0.058,600,2.3197,92.4,0.3572,1.258305
65,65,10/3/2022 17:00,Monday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
66,66,10/3/2022 18:00,Monday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
67,67,10/3/2022 19:00,Monday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
68,68,10/3/2022 20:00,Monday,2,0.0077,300,1.1599,79.4,0.307,1.195291
69,69,10/3/2022 21:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
70,70,10/3/2022 22:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
71,71,10/3/2022 23:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
72,72,10/4/2022 0:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
73,73,10/4/2022 1:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
74,74,10/4/2022 2:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
75,75,10/4/2022 3:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
76,76,10/4/2022 4:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
77,77,10/4/2022 5:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
78,78,10/4/2022 6:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
79,79,10/4/2022 7:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
80,80,10/4/2022 8:00,Tuesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
81,81,10/4/2022 9:00,Tuesday,15,0.058,600,2.3197,92.4,0.3572,1.258305
82,82,10/4/2022 10:00,Tuesday,44,0.1701,900,3.4796,121.4,0.4694,1.325475
83,83,10/4/2022 11:00,Tuesday,42,0.1624,900,3.4796,119.4,0.4616,1.325047
84,84,10/4/2022 12:00,Tuesday,42,0.1624,900,3.4796,119.4,0.4616,1.325047
85,85,10/4/2022 13:00,Tuesday,35,0.1353,900,3.4796,112.4,0.4346,1.323723
86,86,10/4/2022 14:00,Tuesday,33,0.1276,600,2.3197,110.4,0.4268,1.261361
87,87,10/4/2022 15:00,Tuesday,30,0.116,600,2.3197,107.4,0.4152,1.260933
88,88,10/4/2022 16:00,Tuesday,15,0.058,600,2.3197,92.4,0.3572,1.258305
89,89,10/4/2022 17:00,Tuesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
90,90,10/4/2022 18:00,Tuesday,2,0.0077,300,1.1599,79.4,0.307,1.195291
91,91,10/4/2022 19:00,Tuesday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
92,92,10/4/2022 20:00,Tuesday,2,0.0077,300,1.1599,79.4,0.307,1.195291
93,93,10/4/2022 21:00,Tuesday,1,0.0039,300,1.1599,78.4,0.3031,1.195291
94,94,10/4/2022 22:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
95,95,10/4/2022 23:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
96,96,10/5/2022 0:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
97,97,10/5/2022 1:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
98,98,10/5/2022 2:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
99,99,10/5/2022 3:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
100,100,10/5/2022 4:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
101,101,10/5/2022 5:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
102,102,10/5/2022 6:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
103,103,10/5/2022 7:00,Wednesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
104,104,10/5/2022 8:00,Wednesday,22,0.0851,600,2.3197,99.4,0.3843,1.259181
105,105,10/5/2022 9:00,Wednesday,62,0.2397,900,3.4796,139.4,0.539,1.329407
106,106,10/5/2022 10:00,Wednesday,62,0.2397,900,3.4796,139.4,0.539,1.329407
107,107,10/5/2022 11:00,Wednesday,60,0.232,900,3.4796,137.4,0.5312,1.328979
108,108,10/5/2022 12:00,Wednesday,59,0.2281,900,3.4796,136.4,0.5274,1.328755
109,109,10/5/2022 13:00,Wednesday,32,0.1237,600,2.3197,109.4,0.423,1.261157
110,110,10/5/2022 14:00,Wednesday,15,0.058,600,2.3197,92.4,0.3572,1.258305
111,111,10/5/2022 15:00,Wednesday,15,0.058,600,2.3197,92.4,0.3572,1.258305
112,112,10/5/2022 16:00,Wednesday,15,0.058,600,2.3197,92.4,0.3572,1.258305
113,113,10/5/2022 17:00,Wednesday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
114,114,10/5/2022 18:00,Wednesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
115,115,10/5/2022 19:00,Wednesday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
116,116,10/5/2022 20:00,Wednesday,2,0.0077,300,1.1599,79.4,0.307,1.195291
117,117,10/5/2022 21:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
118,118,10/5/2022 22:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
119,119,10/5/2022 23:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
120,120,10/6/2022 0:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
121,121,10/6/2022 1:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
122,122,10/6/2022 2:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
123,123,10/6/2022 3:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
124,124,10/6/2022 4:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
125,125,10/6/2022 5:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
126,126,10/6/2022 6:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
127,127,10/6/2022 7:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
128,128,10/6/2022 8:00,Thursday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
129,129,10/6/2022 9:00,Thursday,15,0.058,600,2.3197,92.4,0.3572,1.258305
130,130,10/6/2022 10:00,Thursday,44,0.1701,900,3.4796,121.4,0.4694,1.325475
131,131,10/6/2022 11:00,Thursday,42,0.1624,900,3.4796,119.4,0.4616,1.325047
132,132,10/6/2022 12:00,Thursday,42,0.1624,900,3.4796,119.4,0.4616,1.325047
133,133,10/6/2022 13:00,Thursday,35,0.1353,900,3.4796,112.4,0.4346,1.323723
134,134,10/6/2022 14:00,Thursday,33,0.1276,600,2.3197,110.4,0.4268,1.261361
135,135,10/6/2022 15:00,Thursday,30,0.116,600,2.3197,107.4,0.4152,1.260933
136,136,10/6/2022 16:00,Thursday,15,0.058,600,2.3197,92.4,0.3572,1.258305
137,137,10/6/2022 17:00,Thursday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
138,138,10/6/2022 18:00,Thursday,2,0.0077,300,1.1599,79.4,0.307,1.195291
139,139,10/6/2022 19:00,Thursday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
140,140,10/6/2022 20:00,Thursday,2,0.0077,300,1.1599,79.4,0.307,1.195291
141,141,10/6/2022 21:00,Thursday,1,0.0039,300,1.1599,78.4,0.3031,1.195291
142,142,10/6/2022 22:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
143,143,10/6/2022 23:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
144,144,10/7/2022 0:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
145,145,10/7/2022 1:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
146,146,10/7/2022 2:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
147,147,10/7/2022 3:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
148,148,10/7/2022 4:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
149,149,10/7/2022 5:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
150,150,10/7/2022 6:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
151,151,10/7/2022 7:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
152,152,10/7/2022 8:00,Friday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
153,153,10/7/2022 9:00,Friday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
154,154,10/7/2022 10:00,Friday,13,0.0503,600,2.3197,90.4,0.3495,1.258081
155,155,10/7/2022 11:00,Friday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
156,156,10/7/2022 12:00,Friday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
157,157,10/7/2022 13:00,Friday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
158,158,10/7/2022 14:00,Friday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
159,159,10/7/2022 15:00,Friday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
160,160,10/7/2022 16:00,Friday,10,0.0387,300,1.1599,87.4,0.3379,1.196819
161,161,10/7/2022 17:00,Friday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
162,162,10/7/2022 18:00,Friday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
163,163,10/7/2022 19:00,Friday,2,0.0077,300,1.1599,79.4,0.307,1.195291
164,164,10/7/2022 20:00,Friday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
165,165,10/7/2022 21:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
166,166,10/7/2022 22:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
167,167,10/7/2022 23:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
168,168,10/8/2022 0:00,Saturday,9,0.0348,300,1.1599,86.4,0.334,1.196595
169,169,10/8/2022 1:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
170,170,10/8/2022 2:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
171,171,10/8/2022 3:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
172,172,10/8/2022 4:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
173,173,10/8/2022 5:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
174,174,10/8/2022 6:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
175,175,10/8/2022 7:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
176,176,10/8/2022 8:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
177,177,10/8/2022 9:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
178,178,10/8/2022 10:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
179,179,10/8/2022 11:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
180,180,10/8/2022 12:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
181,181,10/8/2022 13:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
182,182,10/8/2022 14:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
183,183,10/8/2022 15:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
184,184,10/8/2022 16:00,Saturday,2,0.0077,300,1.1599,79.4,0.307,1.195291
185,185,10/8/2022 17:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
186,186,10/8/2022 18:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
187,187,10/8/2022 19:00,Saturday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
188,188,10/8/2022 20:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
189,189,10/8/2022 21:00,Saturday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
190,190,10/8/2022 22:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
191,191,10/8/2022 23:00,Saturday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
192,192,10/9/2022 0:00,Sunday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
193,193,10/9/2022 1:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
194,194,10/9/2022 2:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
195,195,10/9/2022 3:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
196,196,10/9/2022 4:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
197,197,10/9/2022 5:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
198,198,10/9/2022 6:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
199,199,10/9/2022 7:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
200,200,10/9/2022 8:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
201,201,10/9/2022 9:00,Sunday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
202,202,10/9/2022 10:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
203,203,10/9/2022 11:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
204,204,10/9/2022 12:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
205,205,10/9/2022 13:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
206,206,10/9/2022 14:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
207,207,10/9/2022 15:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
208,208,10/9/2022 16:00,Sunday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
209,209,10/9/2022 17:00,Sunday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
210,210,10/9/2022 18:00,Sunday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
211,211,10/9/2022 19:00,Sunday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
212,212,10/9/2022 20:00,Sunday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
213,213,10/9/2022 21:00,Sunday,13,0.0503,600,2.3197,90.4,0.3495,1.258081
214,214,10/9/2022 22:00,Sunday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
215,215,10/9/2022 23:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
216,216,10/10/2022 0:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
217,217,10/10/2022 1:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
218,218,10/10/2022 2:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
219,219,10/10/2022 3:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
220,220,10/10/2022 4:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
221,221,10/10/2022 5:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
222,222,10/10/2022 6:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
223,223,10/10/2022 7:00,Monday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
224,224,10/10/2022 8:00,Monday,21,0.0812,600,2.3197,98.4,0.3804,1.259405
225,225,10/10/2022 9:00,Monday,62,0.2397,900,3.4796,139.4,0.539,1.329407
226,226,10/10/2022 10:00,Monday,62,0.2397,900,3.4796,139.4,0.539,1.329407
227,227,10/10/2022 11:00,Monday,61,0.2358,900,3.4796,138.4,0.5351,1.328979
228,228,10/10/2022 12:00,Monday,60,0.232,900,3.4796,137.4,0.5312,1.328979
229,229,10/10/2022 13:00,Monday,34,0.1315,600,2.3197,111.4,0.4307,1.261361
230,230,10/10/2022 14:00,Monday,16,0.0619,600,2.3197,93.4,0.3611,1.258529
231,231,10/10/2022 15:00,Monday,15,0.058,600,2.3197,92.4,0.3572,1.258305
232,232,10/10/2022 16:00,Monday,16,0.0619,600,2.3197,93.4,0.3611,1.258529
233,233,10/10/2022 17:00,Monday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
234,234,10/10/2022 18:00,Monday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
235,235,10/10/2022 19:00,Monday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
236,236,10/10/2022 20:00,Monday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
237,237,10/10/2022 21:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
238,238,10/10/2022 22:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
239,239,10/10/2022 23:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
240,240,10/11/2022 0:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
241,241,10/11/2022 1:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
242,242,10/11/2022 2:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
243,243,10/11/2022 3:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
244,244,10/11/2022 4:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
245,245,10/11/2022 5:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
246,246,10/11/2022 6:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
247,247,10/11/2022 7:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
248,248,10/11/2022 8:00,Tuesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
249,249,10/11/2022 9:00,Tuesday,13,0.0503,600,2.3197,90.4,0.3495,1.258081
250,250,10/11/2022 10:00,Tuesday,45,0.174,900,3.4796,122.4,0.4732,1.325699
