,id,timestamp,Day,PeopleCount,PeoplePerArea(p/m2),LightingPower,LightingPowerIntensity(W/m2),EquipmentLoad,EquipmentPowerIntensity(W/m2),Carbon Emissions
496,496,10/21/2022 16:00,Friday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
497,497,10/21/2022 17:00,Friday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
498,498,10/21/2022 18:00,Friday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
499,499,10/21/2022 19:00,Friday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
500,500,10/21/2022 20:00,Friday,2,0.0077,300,1.1599,79.4,0.307,1.195291
501,501,10/21/2022 21:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
502,502,10/21/2022 22:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
503,503,10/21/2022 23:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
504,504,10/22/2022 0:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
505,505,10/22/2022 1:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
506,506,10/22/2022 2:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
507,507,10/22/2022 3:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
508,508,10/22/2022 4:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
509,509,10/22/2022 5:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
510,510,10/22/2022 6:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
511,511,10/22/2022 7:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
512,512,10/22/2022 8:00,Saturday,2,0.0077,300,1.1599,79.4,0.307,1.195291
513,513,10/22/2022 9:00,Saturday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
514,514,10/22/2022 10:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
515,515,10/22/2022 11:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
516,516,10/22/2022 12:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
517,517,10/22/2022 13:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
518,518,10/22/2022 14:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
519,519,10/22/2022 15:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
520,520,10/22/2022 16:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
521,521,10/22/2022 17:00,Saturday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
522,522,10/22/2022 18:00,Saturday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
523,523,10/22/2022 19:00,Saturday,8,0.0309,300,1.1599,85.4,0.3302,1.196167
524,524,10/22/2022 20:00,Saturday,9,0.0348,300,1.1599,86.4,0.334,1.196595
525,525,10/22/2022 21:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
526,526,10/22/2022 22:00,Saturday,10,0.0387,300,1.1599,87.4,0.3379,1.196819
527,527,10/22/2022 23:00,Saturday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
528,528,10/23/2022 0:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
529,529,10/23/2022 1:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
530,530,10/23/2022 2:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
531,531,10/23/2022 3:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
532,532,10/23/2022 4:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
533,533,10/23/2022 5:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
534,534,10/23/2022 6:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
535,535,10/23/2022 7:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
536,536,10/23/2022 8:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
537,537,10/23/2022 9:00,Sunday,2,0.0077,300,1.1599,79.4,0.307,1.195291
538,538,10/23/2022 10:00,Sunday,2,0.0077,300,1.1599,79.4,0.307,1.195291
539,539,10/23/2022 11:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
540,540,10/23/2022 12:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
541,541,10/23/2022 13:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
542,542,10/23/2022 14:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
543,543,10/23/2022 15:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
544,544,10/23/2022 16:00,Sunday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
545,545,10/23/2022 17:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
546,546,10/23/2022 18:00,Sunday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
547,547,10/23/2022 19:00,Sunday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
548,548,10/23/2022 20:00,Sunday,10,0.0387,300,1.1599,87.4,0.3379,1.196819
549,549,10/23/2022 21:00,Sunday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
550,550,10/23/2022 22:00,Sunday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
551,551,10/23/2022 23:00,Sunday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
552,552,10/24/2022 0:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
553,553,10/24/2022 1:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
554,554,10/24/2022 2:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
555,555,10/24/2022 3:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
556,556,10/24/2022 4:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
557,557,10/24/2022 5:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
558,558,10/24/2022 6:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
559,559,10/24/2022 7:00,Monday,7,0.0271,300,1.1599,84.4,0.3263,1.196167
560,560,10/24/2022 8:00,Monday,21,0.0812,600,2.3197,98.4,0.3804,1.259405
561,561,10/24/2022 9:00,Monday,65,0.2513,900,3.4796,142.4,0.5506,1.329631
562,562,10/24/2022 10:00,Monday,63,0.2436,900,3.4796,140.4,0.5428,1.329407
563,563,10/24/2022 11:00,Monday,60,0.232,900,3.4796,137.4,0.5312,1.328979
564,564,10/24/2022 12:00,Monday,58,0.2242,900,3.4796,135.4,0.5235,1.328531
565,565,10/24/2022 13:00,Monday,33,0.1276,600,2.3197,110.4,0.4268,1.261361
566,566,10/24/2022 14:00,Monday,16,0.0619,600,2.3197,93.4,0.3611,1.258529
567,567,10/24/2022 15:00,Monday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
568,568,10/24/2022 16:00,Monday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
569,569,10/24/2022 17:00,Monday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
570,570,10/24/2022 18:00,Monday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
571,571,10/24/2022 19:00,Monday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
572,572,10/24/2022 20:00,Monday,2,0.0077,300,1.1599,79.4,0.307,1.195291
573,573,10/24/2022 21:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
574,574,10/24/2022 22:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
575,575,10/24/2022 23:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
576,576,10/25/2022 0:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
577,577,10/25/2022 1:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
578,578,10/25/2022 2:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
579,579,10/25/2022 3:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
580,580,10/25/2022 4:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
581,581,10/25/2022 5:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
582,582,10/25/2022 6:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
583,583,10/25/2022 7:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
584,584,10/25/2022 8:00,Tuesday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
585,585,10/25/2022 9:00,Tuesday,16,0.0619,600,2.3197,93.4,0.3611,1.258529
586,586,10/25/2022 10:00,Tuesday,45,0.174,900,3.4796,122.4,0.4732,1.325699
587,587,10/25/2022 11:00,Tuesday,44,0.1701,900,3.4796,121.4,0.4694,1.325475
588,588,10/25/2022 12:00,Tuesday,44,0.1701,900,3.4796,121.4,0.4694,1.325475
589,589,10/25/2022 13:00,Tuesday,34,0.1315,600,2.3197,111.4,0.4307,1.261361
590,590,10/25/2022 14:00,Tuesday,34,0.1315,600,2.3197,111.4,0.4307,1.261361
591,591,10/25/2022 15:00,Tuesday,31,0.1199,600,2.3197,108.4,0.4191,1.261157
592,592,10/25/2022 16:00,Tuesday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
593,593,10/25/2022 17:00,Tuesday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
594,594,10/25/2022 18:00,Tuesday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
595,595,10/25/2022 19:00,Tuesday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
596,596,10/25/2022 20:00,Tuesday,2,0.0077,300,1.1599,79.4,0.307,1.195291
597,597,10/25/2022 21:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
598,598,10/25/2022 22:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
599,599,10/25/2022 23:00,Tuesday,0,0.0,0,0.0,77.4,0.2992,1.139061
600,600,10/26/2022 0:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
601,601,10/26/2022 1:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
602,602,10/26/2022 2:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
603,603,10/26/2022 3:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
604,604,10/26/2022 4:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
605,605,10/26/2022 5:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
606,606,10/26/2022 6:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
607,607,10/26/2022 7:00,Wednesday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
608,608,10/26/2022 8:00,Wednesday,21,0.0812,600,2.3197,98.4,0.3804,1.259405
609,609,10/26/2022 9:00,Wednesday,63,0.2436,900,3.4796,140.4,0.5428,1.329407
610,610,10/26/2022 10:00,Wednesday,63,0.2436,900,3.4796,140.4,0.5428,1.329407
611,611,10/26/2022 11:00,Wednesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
612,612,10/26/2022 12:00,Wednesday,50,0.1933,900,3.4796,127.4,0.4926,1.326575
613,613,10/26/2022 13:00,Wednesday,33,0.1276,600,2.3197,110.4,0.4268,1.261361
614,614,10/26/2022 14:00,Wednesday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
615,615,10/26/2022 15:00,Wednesday,15,0.058,600,2.3197,92.4,0.3572,1.258305
616,616,10/26/2022 16:00,Wednesday,13,0.0503,600,2.3197,90.4,0.3495,1.258081
617,617,10/26/2022 17:00,Wednesday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
618,618,10/26/2022 18:00,Wednesday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
619,619,10/26/2022 19:00,Wednesday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
620,620,10/26/2022 20:00,Wednesday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
621,621,10/26/2022 21:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
622,622,10/26/2022 22:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
623,623,10/26/2022 23:00,Wednesday,0,0.0,0,0.0,77.4,0.2992,1.139061
624,624,10/27/2022 0:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
625,625,10/27/2022 1:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
626,626,10/27/2022 2:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
627,627,10/27/2022 3:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
628,628,10/27/2022 4:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
629,629,10/27/2022 5:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
630,630,10/27/2022 6:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
631,631,10/27/2022 7:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
632,632,10/27/2022 8:00,Thursday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
633,633,10/27/2022 9:00,Thursday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
634,634,10/27/2022 10:00,Thursday,44,0.1701,900,3.4796,121.4,0.4694,1.325475
635,635,10/27/2022 11:00,Thursday,43,0.1662,900,3.4796,120.4,0.4655,1.325251
636,636,10/27/2022 12:00,Thursday,44,0.1701,900,3.4796,121.4,0.4694,1.325475
637,637,10/27/2022 13:00,Thursday,33,0.1276,600,2.3197,110.4,0.4268,1.261361
638,638,10/27/2022 14:00,Thursday,34,0.1315,600,2.3197,111.4,0.4307,1.261361
639,639,10/27/2022 15:00,Thursday,32,0.1237,600,2.3197,109.4,0.423,1.261157
640,640,10/27/2022 16:00,Thursday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
641,641,10/27/2022 17:00,Thursday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
642,642,10/27/2022 18:00,Thursday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
643,643,10/27/2022 19:00,Thursday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
644,644,10/27/2022 20:00,Thursday,2,0.0077,300,1.1599,79.4,0.307,1.195291
645,645,10/27/2022 21:00,Thursday,2,0.0077,300,1.1599,79.4,0.307,1.195291
646,646,10/27/2022 22:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
647,647,10/27/2022 23:00,Thursday,0,0.0,0,0.0,77.4,0.2992,1.139061
648,648,10/28/2022 0:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
649,649,10/28/2022 1:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
650,650,10/28/2022 2:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
651,651,10/28/2022 3:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
652,652,10/28/2022 4:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
653,653,10/28/2022 5:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
654,654,10/28/2022 6:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
655,655,10/28/2022 7:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
656,656,10/28/2022 8:00,Friday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
657,657,10/28/2022 9:00,Friday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
658,658,10/28/2022 10:00,Friday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
659,659,10/28/2022 11:00,Friday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
660,660,10/28/2022 12:00,Friday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
661,661,10/28/2022 13:00,Friday,15,0.058,600,2.3197,92.4,0.3572,1.258305
662,662,10/28/2022 14:00,Friday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
663,663,10/28/2022 15:00,Friday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
664,664,10/28/2022 16:00,Friday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
665,665,10/28/2022 17:00,Friday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
666,666,10/28/2022 18:00,Friday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
667,667,10/28/2022 19:00,Friday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
668,668,10/28/2022 20:00,Friday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
669,669,10/28/2022 21:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
670,670,10/28/2022 22:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
671,671,10/28/2022 23:00,Friday,0,0.0,0,0.0,77.4,0.2992,1.139061
672,672,10/29/2022 0:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
673,673,10/29/2022 1:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
674,674,10/29/2022 2:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
675,675,10/29/2022 3:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
676,676,10/29/2022 4:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
677,677,10/29/2022 5:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
678,678,10/29/2022 6:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
679,679,10/29/2022 7:00,Saturday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
680,680,10/29/2022 8:00,Saturday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
681,681,10/29/2022 9:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
682,682,10/29/2022 10:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
683,683,10/29/2022 11:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
684,684,10/29/2022 12:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
685,685,10/29/2022 13:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
686,686,10/29/2022 14:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
687,687,10/29/2022 15:00,Saturday,0,0.0,0,0.0,77.4,0.2992,1.139061
688,688,10/29/2022 16:00,Saturday,2,0.0077,300,1.1599,79.4,0.307,1.195291
689,689,10/29/2022 17:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
690,690,10/29/2022 18:00,Saturday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
691,691,10/29/2022 19:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
692,692,10/29/2022 20:00,Saturday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
693,693,10/29/2022 21:00,Saturday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
694,694,10/29/2022 22:00,Saturday,8,0.0309,300,1.1599,85.4,0.3302,1.196167
695,695,10/29/2022 23:00,Saturday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
696,696,10/30/2022 0:00,Sunday,5,0.0193,300,1.1599,82.4,0.3186,1.195943
697,697,10/30/2022 1:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
698,698,10/30/2022 2:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
699,699,10/30/2022 3:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
700,700,10/30/2022 4:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
701,701,10/30/2022 5:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
702,702,10/30/2022 6:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
703,703,10/30/2022 7:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
704,704,10/30/2022 8:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
705,705,10/30/2022 9:00,Sunday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
706,706,10/30/2022 10:00,Sunday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
707,707,10/30/2022 11:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
708,708,10/30/2022 12:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
709,709,10/30/2022 13:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
710,710,10/30/2022 14:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
711,711,10/30/2022 15:00,Sunday,0,0.0,0,0.0,77.4,0.2992,1.139061
712,712,10/30/2022 16:00,Sunday,2,0.0077,300,1.1599,79.4,0.307,1.195291
713,713,10/30/2022 17:00,Sunday,2,0.0077,300,1.1599,79.4,0.307,1.195291
714,714,10/30/2022 18:00,Sunday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
715,715,10/30/2022 19:00,Sunday,11,0.0425,600,2.3197,88.4,0.3418,1.257877
716,716,10/30/2022 20:00,Sunday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
717,717,10/30/2022 21:00,Sunday,12,0.0464,600,2.3197,89.4,0.3456,1.257653
718,718,10/30/2022 22:00,Sunday,13,0.0503,600,2.3197,90.4,0.3495,1.258081
719,719,10/30/2022 23:00,Sunday,6,0.0232,300,1.1599,83.4,0.3224,1.196167
720,720,10/31/2022 0:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
721,721,10/31/2022 1:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
722,722,10/31/2022 2:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
723,723,10/31/2022 3:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
724,724,10/31/2022 4:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
725,725,10/31/2022 5:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
726,726,10/31/2022 6:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
727,727,10/31/2022 7:00,Monday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
728,728,10/31/2022 8:00,Monday,21,0.0812,600,2.3197,98.4,0.3804,1.259405
729,729,10/31/2022 9:00,Monday,62,0.2397,900,3.4796,139.4,0.539,1.329407
730,730,10/31/2022 10:00,Monday,63,0.2436,900,3.4796,140.4,0.5428,1.329407
731,731,10/31/2022 11:00,Monday,61,0.2358,900,3.4796,138.4,0.5351,1.328979
732,732,10/31/2022 12:00,Monday,60,0.232,900,3.4796,137.4,0.5312,1.328979
733,733,10/31/2022 13:00,Monday,31,0.1199,600,2.3197,108.4,0.4191,1.261157
734,734,10/31/2022 14:00,Monday,16,0.0619,600,2.3197,93.4,0.3611,1.258529
735,735,10/31/2022 15:00,Monday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
736,736,10/31/2022 16:00,Monday,14,0.0541,600,2.3197,91.4,0.3534,1.258305
737,737,10/31/2022 17:00,Monday,13,0.0503,600,2.3197,90.4,0.3495,1.258081
738,738,10/31/2022 18:00,Monday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
739,739,10/31/2022 19:00,Monday,4,0.0155,300,1.1599,81.4,0.3147,1.195943
740,740,10/31/2022 20:00,Monday,3,0.0116,300,1.1599,80.4,0.3108,1.195291
741,741,10/31/2022 21:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
742,742,10/31/2022 22:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
743,743,10/31/2022 23:00,Monday,0,0.0,0,0.0,77.4,0.2992,1.139061
